max speed (meters/second),2.736123453425147,2.717318413374548,2.701583556068619,3.997747606357115,2.879881133642659,2.59722133809197,2.467279346521906,3.005923151352555,2.641482411730403,3.110100388614563,3.166771150807605,2.978912058674696,2.848401537614533,2.473991511435467,2.720545624949615,2.895821873734059,3.031866586911037,3.038386691497735,2.934192170924565,2.514647925959557,3.967780949423886,2.437074777658961,2.623932767735266,3.10152172082657,2.957127997775336,3.118465438057991,3.000621999432581,2.837302592216796,2.504875437918144,3.007935811038518,2.852862505358124,2.773219726862001,2.812659521889248,2.855085073956857,3.228627204043543,2.671594134811091,2.742557751197235,3.138173761595958,2.950709632349927,3.603855194159536,3.22465297526998,2.752505359120383,3.230795775148946,2.819032108920699,3.020077313551927,2.996356596114783,2.852168069842199,2.836805650210555,3.532643612369269,3.097107931438666,3.021732093645584,2.778815859712652,3.015770118737964,2.915201921169138,3.648264119455754,2.952044309329737,2.92366707337498,3.365036472720048,3.206520469914699,4.120568268666159
max speed (MPH),6.120533846886836,6.078468170362748,6.043270297037144,8.942706698920865,6.442110618731603,5.809818664340288,5.519146707802337,6.724058582211693,5.90882786619646,6.957096424835019,7.083865309366594,6.663636488768037,6.371692767981749,5.534161393081947,6.085687237050523,6.477769038731514,6.782092394699738,6.796677453264318,6.563600948975043,5.625107202152167,8.875673196536946,5.4515810115890115,5.8695704306671574,6.937906491540203,6.614906932398688,6.975808507502667,6.7122002431031,6.346865134240822,5.603246769008739,6.728560773702643,6.3816716686159065,6.203515847161498,6.291740155928108,6.386643412971427,7.222233359606236,5.976185872310082,6.134926961073886,7.019894771639807,6.6005494578561095,8.061594467720463,7.213343263037891,6.157179126235867,7.227084315009358,6.305995227119944,6.755720541290015,6.702658807630031,6.38011826060927,6.345753506633037,7.90229869614551,6.928033125881984,6.759422178933485,6.216034039818781,6.746085620902561,6.521120970140964,8.160934404315471,6.603535045227674,6.540056976310585,7.52737220300107,7.172782003780044,9.217448695601801
calories,320,318,132,243,486,220,213,488,229,494,222,416,484,213,107,418,38,491,478,346,103,68,343,449,448,486,469,467,102,317,216,515,287,497,278,281,384,485,446,464,271,470,559,286,324,354,425,427,490,865,493,235,482,415,483,343,330,318,568,328
avg HR,152,148,142,145,147,141,152,158,151,156,157,157,154,144,148,161,155,157,154,149,142,152,149,148,159,151,157,156,150,158,153,0,157,0,0,0,0,0,0,154,153,152,135,145,142,146,155,155,161,148,150,162,152,148,149,158,169,0,141,153
max HR,168,162,181,153,188,157,163,177,173,170,178,167,178,155,163,171,166,175,185,156,158,155,164,161,187,171,185,165,158,185,158,0,168,0,0,0,0,0,0,170,170,163,150,178,146,157,190,185,185,159,171,191,163,190,177,190,190,0,143,167
elevation gain,0,0,0,0,72,0,0,61,0,66,0,24,83,0,0,47,6,65,51,0,20,0,0,62,56,58,57,58,0,24,0,55,26,46,25,28,36,58,66,60,31,57,42,33,42,44,52,32,66,55,62,24,60,54,65,54,44,55,62,43
elevation loss,0,0,0,0,84,0,0,78,0,81,0,21,95,0,0,60,5,70,47,0,6,0,0,80,70,73,74,74,0,28,0,51,43,47,41,27,35,72,70,77,44,71,46,34,39,38,63,30,79,55,75,35,74,67,83,71,62,74,58,60
min elevation,0,0,0,0,393,0,0,390,0,391,0,410,390,0,0,394,400,390,412,0,399,0,0,393,392,394,394,395,0,185,0,413,394,414,395,410,414,393,386,390,393,394,411,409,410,405,393,411,391,183,390,398,391,391,389,385,388,390,188,389
max elevation,0,0,0,0,421,0,0,421,0,420,0,431,420,0,0,420,406,422,431,0,414,0,0,423,423,425,423,421,0,202,0,434,419,433,420,430,435,421,419,419,419,425,432,425,429,432,420,428,421,209,420,414,419,413,417,415,416,416,215,413
avg cadence,88,87,85,87,85,86,85,85,86,85,86,87,84,85,86,86,86,86,84,87,82,86,87,87,87,84,84,83,86,85,86,86,88,88,88,87,87,86,84,89,89,84,87,86,85,86,87,85,86,87,87,87,85,86,87,87,85,85,87,86
max cadence,105,108,93,1935,172,131,105,789,128,105,111,128,105,140,105,105,105,93,105,152,94,540,105,117,105,110,107,105,93,340,152,264,282,147,205,165,105,105,105,105,105,105,126,608,4615,105,115,105,105,154,105,105,105,105,105,260,105,105,166,105
steps,4420,4507,1914,3629,6762,3546,3503,6644,3594,6506,3419,6262,6795,3432,1608,5768,446,6573,6292,5557,1282,1119,5503,6672,6671,6596,6973,6883,1687,4046,3030,7074,3789,6620,3641,3829,5332,6646,6056,6980,4155,7134,7792,3599,4248,4651,5694,5364,6351,12142,6417,3129,7007,5852,6637,4464,4247,4070,7348,4056
